FIPS,Year,Urban,Total_Population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_Native,P_FB,P_Citizen,P_Noncitizen,P_NoSchool,P_HS_No_Degree,P_HS_or_GED,P_Some_College,P_College_Degree,P_Masters_Prof_Doc,P_Other,P_Limited_Eng,Poverty_Rate,MED_HH_Income,UE_Rate,P_UI,P_Insured,P_UI_Under_18,P_UI_18-64,P_UI_65_Over,P_Any_Private_Ins,P_Any_Public_Ins,P_Medicare_Alone,P_Medicaid_Alone,Resp_HI,Low_Access,Park_Distance,Walkscore,Walkscore_Percentile,Tob_Retailer_Per_1000,Felony_Per_1000,GINI,SVI_Themes_Total,SVI_Flags,Housing_Violations_Per_1000,Voter Turnout,Turnout Quartile
36005011800,2016,1,5328,0.84,0.02,0.0,0.04,0.0,0.06,0.03,0.15,0.86,0.14,0.93,0.07,0.0,0.04,0.34,0.17,0.26,0.1,0.08,0.04,0.11,77212,0.06,0.07,0.93,0.02,0.10,0.00,0.84,0.21,0.02,0.06,2.971,1,1.563568874,-1.0166,2,0,4,0.4026,0.4414,1,23,0.29,3
36005011900,2016,1,5570,0.11,0.36,0.01,0.0,0.0,0.49,0.03,0.67,0.69,0.31,0.81,0.19,0.09,0.04,0.28,0.15,0.12,0.02,0.29,0.27,0.37,23926,0.17,0.19,0.82,0.04,0.29,0.00,0.25,0.62,0.03,0.46,3.472,0,1.161399948,1.5404,4,1,17,0.5399,0.973,10,540,0.19,1
36005012101,2016,1,3014,0.14,0.28,0.0,0.03,0.0,0.51,0.04,0.73,0.59,0.41,0.73,0.27,0.08,0.05,0.27,0.13,0.14,0.03,0.29,0.19,0.38,31058,0.09,0.19,0.81,0.01,0.30,0.00,0.27,0.57,0.02,0.49,3.108,0,1.037403053,1.9792,4,1,14,0.392,0.9342,8,369,0.19,1
36005012102,2016,1,1485,0.15,0.19,0.0,0.01,0.0,0.65,0.01,0.83,0.8,0.2,0.91,0.09,0.09,0.04,0.27,0.15,0.15,0.01,0.28,0.25,0.51,17800,0.17,0.08,0.92,0.00,0.13,0.00,0.24,0.72,0.03,0.58,3.523,0,1.11392839,1.601,4,1,10,0.4682,0.9303,9,328,0.19,1
36005012300,2016,1,4144,0.06,0.32,0.01,0.01,0.0,0.56,0.04,0.67,0.69,0.31,0.82,0.18,0.09,0.04,0.26,0.17,0.15,0.03,0.25,0.23,0.48,20671,0.17,0.07,0.93,0.01,0.12,0.00,0.33,0.66,0.02,0.50,3.434,0,0.925242377,1.9182,4,1,14,0.5151,0.9969,7,289,0.19,1
36005012500,2016,1,4139,0.11,0.33,0.02,0.0,0.0,0.47,0.07,0.65,0.69,0.31,0.84,0.16,0.11,0.01,0.3,0.15,0.18,0.02,0.23,0.22,0.44,25317,0.16,0.14,0.86,0.04,0.21,0.00,0.33,0.57,0.04,0.44,3.238,0,0.825843436,1.8243,4,2,12,0.4896,0.9462,6,404,0.19,1
36005012701,2016,1,2117,0.19,0.27,0.0,0.02,0.0,0.44,0.06,0.76,0.73,0.27,0.88,0.12,0.04,0.04,0.25,0.21,0.13,0.01,0.31,0.29,0.47,19922,0.17,0.14,0.86,0.04,0.20,0.00,0.20,0.69,0.03,0.52,3.361,0,1.089630439,1.8186,4,4,33,0.4745,0.9924,9,160,0.19,1
36005012901,2016,1,3828,0.09,0.46,0.0,0.05,0.0,0.39,0.01,0.57,0.8,0.2,0.9,0.1,0.04,0.07,0.29,0.15,0.13,0.04,0.28,0.29,0.46,17500,0.14,0.08,0.92,0.02,0.14,0.00,0.26,0.70,0.02,0.56,3.419,0,1.177452244,2.4347,5,3,24,0.4578,0.9856,7,419,0.19,1
36005013000,2016,1,1334,0.76,0.04,0.0,0.0,0.0,0.12,0.08,0.39,0.87,0.13,0.94,0.06,0.03,0.03,0.44,0.13,0.13,0.08,0.15,0.04,0.05,78102,0.05,0.06,0.95,0.05,0.07,0.00,0.82,0.26,0.07,0.04,3.606,1,1.793215491,-1.6746,2,0,10,0.3462,0.1819,0,,0.29,3
36005013100,2016,1,4906,0.1,0.3,0.0,0.01,0.0,0.57,0.03,0.69,0.7,0.3,0.83,0.17,0.05,0.05,0.26,0.16,0.13,0.05,0.31,0.17,0.31,29254,0.10,0.15,0.86,0.01,0.22,0.00,0.33,0.54,0.03,0.44,3.339,0,1.019711207,2.1768,5,1,18,0.4611,0.9639,5,337,0.19,1
36005013200,2016,1,7150,0.48,0.11,0.0,0.06,0.0,0.32,0.02,0.5,0.85,0.15,0.97,0.03,0.02,0.04,0.3,0.21,0.23,0.07,0.12,0.02,0.08,92855,0.10,0.08,0.92,0.03,0.10,0.06,0.71,0.35,0.04,0.12,2.528,1,0.798066163,-4.0234,1,0,4,0.3527,0.4829,0,122,0.29,3
36005013300,2016,1,7067,0.06,0.39,0.0,0.01,0.0,0.53,0.01,0.63,0.71,0.29,0.81,0.19,0.02,0.02,0.32,0.12,0.11,0.02,0.39,0.19,0.25,27742,0.15,0.14,0.86,0.03,0.21,0.00,0.36,0.57,0.04,0.38,3.507,0,1.12634293,2.1703,5,0,9,0.4857,0.9878,8,264,0.19,1
36005013500,2016,1,3957,0.09,0.37,0.0,0.0,0.0,0.45,0.09,0.66,0.71,0.29,0.84,0.16,0.04,0.02,0.25,0.23,0.12,0.03,0.3,0.17,0.47,22839,0.16,0.15,0.85,0.09,0.20,0.00,0.23,0.66,0.04,0.51,3.296,0,0.963888799,1.6125,4,1,19,0.502,0.9618,9,348,0.19,1
36005013800,2016,1,3301,0.74,0.06,0.0,0.03,0.0,0.17,0.0,0.25,0.88,0.12,0.96,0.04,0.01,0.04,0.38,0.23,0.15,0.07,0.12,0.04,0.09,82941,0.10,0.10,0.90,0.10,0.11,0.07,0.73,0.27,0.04,0.09,4.256,1,2.222551529,-1.0676,2,0,3,0.3816,0.6244,0,,0.29,3
36005014100,2016,1,4620,0.22,0.39,0.02,0.01,0.0,0.32,0.03,0.62,0.69,0.31,0.82,0.18,0.02,0.03,0.29,0.18,0.17,0.04,0.27,0.21,0.24,31424,0.16,0.15,0.85,0.05,0.22,0.00,0.41,0.49,0.03,0.35,3.466,0,0.944520262,2.4177,5,1,24,0.6019,0.9672,4,474,0.19,1
36005014300,2016,1,942,0.15,0.45,0.01,0.04,0.0,0.3,0.04,0.43,0.65,0.35,0.72,0.28,0.04,0.05,0.27,0.19,0.08,0.02,0.31,0.42,0.54,12083,0.15,0.20,0.80,0.00,0.35,0.00,0.14,0.67,0.07,0.48,3.419,0,0.928311448,0.6568,3,3,35,0.5045,0.9977,8,216,0.19,1
36005014400,2016,1,6062,0.23,0.39,0.04,0.01,0.0,0.29,0.05,0.61,0.86,0.14,0.93,0.07,0.03,0.05,0.34,0.21,0.13,0.03,0.19,0.12,0.43,19994,0.16,0.08,0.92,0.02,0.14,0.00,0.44,0.59,0.03,0.37,2.787,0,1.199957039,-2.627,1,0,9,0.5555,0.9565,6,25,0.29,3
36005014500,2016,1,6757,0.08,0.44,0.01,0.0,0.0,0.43,0.04,0.55,0.81,0.19,0.89,0.11,0.06,0.06,0.31,0.18,0.1,0.01,0.26,0.11,0.50,21545,0.21,0.10,0.90,0.01,0.18,0.00,0.23,0.73,0.02,0.60,3.331,0,0.760199809,0.4342,4,0,10,0.4359,0.9913,10,438,0.19,1
36005014701,2016,1,7209,0.11,0.52,0.0,0.0,0.0,0.36,0.01,0.51,0.73,0.27,0.8,0.2,0.11,0.04,0.28,0.2,0.11,0.0,0.26,0.21,0.56,17300,0.24,0.09,0.91,0.02,0.15,0.00,0.22,0.76,0.06,0.54,3.555,0,,0.3599,3,0,10,0.4794,0.9983,10,,0.19,1
36005014702,2016,1,5089,0.06,0.54,0.0,0.0,0.0,0.37,0.03,0.48,0.76,0.24,0.87,0.13,0.09,0.11,0.27,0.13,0.07,0.01,0.33,0.20,0.61,17509,0.25,0.10,0.90,0.00,0.17,0.07,0.17,0.79,0.03,0.62,3.588,0,,0.9988,4,1,5,0.3467,0.9773,10,,0.19,1
36005014900,2016,1,4531,0.08,0.41,0.0,0.0,0.0,0.44,0.07,0.59,0.67,0.33,0.81,0.19,0.07,0.02,0.27,0.17,0.14,0.02,0.3,0.20,0.47,23674,0.18,0.13,0.87,0.03,0.21,0.00,0.39,0.57,0.00,0.42,3.412,0,0.591719187,0.2203,3,1,10,0.4501,0.9862,9,487,0.19,1
36005015100,2016,1,5662,0.11,0.44,0.0,0.0,0.01,0.4,0.04,0.57,0.67,0.33,0.81,0.19,0.06,0.02,0.23,0.24,0.12,0.04,0.3,0.19,0.30,29699,0.14,0.13,0.87,0.03,0.19,0.00,0.42,0.52,0.03,0.37,3.279,0,0.614922661,0.8553,4,1,13,0.4838,0.9577,5,671,0.19,1
36005015200,2016,1,2960,0.42,0.15,0.01,0.05,0.0,0.32,0.04,0.55,0.76,0.24,0.93,0.07,0.04,0.01,0.24,0.25,0.2,0.08,0.18,0.13,0.18,58929,0.08,0.12,0.88,0.07,0.18,0.00,0.52,0.46,0.06,0.25,3.296,0,,-1.7348,2,1,7,0.4405,0.657,0,,0.29,3
36005015300,2016,1,4471,0.13,0.45,0.01,0.01,0.01,0.33,0.06,0.57,0.68,0.32,0.82,0.18,0.06,0.04,0.32,0.16,0.22,0.03,0.18,0.17,0.53,19803,0.14,0.16,0.84,0.04,0.25,0.00,0.39,0.56,0.03,0.40,3.153,0,0.467290367,0.9693,4,0,13,0.4815,0.9455,6,666,0.19,1
36005015500,2016,1,3058,0.16,0.25,0.01,0.01,0.0,0.56,0.02,0.76,0.58,0.42,0.77,0.23,0.06,0.03,0.28,0.15,0.11,0.03,0.34,0.21,0.43,23883,0.23,0.17,0.83,0.06,0.25,0.00,0.41,0.61,0.02,0.31,3.253,0,0.553689514,1.298,4,2,17,0.4196,0.9581,8,438,0.19,1
36005015700,2016,1,3761,0.07,0.38,0.04,0.0,0.0,0.49,0.02,0.62,0.69,0.31,0.79,0.21,0.04,0.02,0.34,0.2,0.06,0.02,0.32,0.16,0.34,31648,0.26,0.20,0.80,0.11,0.23,0.54,0.34,0.62,0.01,0.43,3.466,0,0.778675695,3.3614,5,1,13,0.4638,0.9561,5,1593,0.19,1
36005015800,2016,1,1233,0.6,0.1,0.0,0.03,0.0,0.17,0.09,0.4,0.8,0.2,0.95,0.05,0.03,0.05,0.32,0.19,0.2,0.04,0.16,0.08,0.21,55833,0.07,0.07,0.93,0.02,0.11,0.00,0.67,0.38,0.05,0.18,3.052,0,1.800252269,-1.7446,2,0,16,0.4152,0.5563,0,147,0.29,3
36005015900,2016,1,1845,0.2,0.07,0.0,0.0,0.0,0.69,0.03,0.96,0.64,0.36,0.74,0.26,0.03,0.02,0.22,0.07,0.1,0.04,0.48,0.44,0.47,16371,0.34,0.23,0.77,0.00,0.37,0.00,0.22,0.63,0.02,0.46,3.341,0,,2.1724,5,4,39,0.4862,0.9717,9,154,0.19,1
36005016000,2016,1,4429,0.83,0.0,0.0,0.02,0.0,0.11,0.04,0.23,0.81,0.19,0.91,0.09,0.02,0.02,0.32,0.12,0.32,0.12,0.06,0.04,0.05,88438,0.09,0.08,0.92,0.00,0.14,0.00,0.84,0.21,0.05,0.02,3.061,0,2.124296872,-1.5355,2,0,4,0.4052,0.302,0,180,0.29,3
36005016100,2016,1,4130,0.11,0.29,0.0,0.01,0.0,0.58,0.02,0.73,0.63,0.37,0.8,0.2,0.03,0.05,0.24,0.11,0.15,0.01,0.4,0.23,0.48,15064,0.15,0.15,0.86,0.03,0.22,0.00,0.44,0.57,0.03,0.30,3.324,0,0.85180817,3.6507,5,2,18,0.506,0.9559,7,440,0.19,1
36005016200,2016,1,1989,0.64,0.07,0.03,0.01,0.0,0.18,0.08,0.43,0.87,0.13,0.93,0.07,0.02,0.06,0.31,0.12,0.2,0.1,0.18,0.06,0.19,67813,0.11,0.17,0.83,0.17,0.20,0.00,0.65,0.32,0.02,0.11,2.881,0,1.956360404,-1.8088,2,2,9,0.436,0.9115,3,,0.29,3
36005016300,2016,1,77,0.0,0.49,0.0,0.0,0.0,0.4,0.1,0.51,0.91,0.09,0.91,0.09,0.0,0.5,0.0,0.23,0.0,0.0,0.27,,0.57,,0.35,0.10,0.90,0.00,0.15,,0.00,0.90,0.00,0.90,,0,0.114665256,1.2737,4,12,571,,0.5842,7,,0.19,1
36005016400,2016,1,907,0.76,0.08,0.0,0.0,0.0,0.13,0.03,0.36,0.87,0.13,0.94,0.06,0.0,0.06,0.38,0.17,0.18,0.08,0.12,0.04,0.08,67222,0.12,0.09,0.91,0.00,0.17,0.00,0.67,0.40,0.11,0.11,2.957,0,2.090372635,-1.8346,2,5,11,0.4128,0.6019,1,79,0.29,3
36005016500,2016,1,1296,0.05,0.59,0.0,0.01,0.0,0.35,0.01,0.58,0.74,0.26,0.8,0.2,0.03,0.02,0.18,0.21,0.18,0.03,0.34,0.10,0.34,27625,0.19,0.20,0.80,0.06,0.25,0.00,0.20,0.62,0.02,0.53,3.882,0,0.482054731,4.3754,5,3,67,0.468,0.9064,6,789,0.17,1
36005016600,2016,1,2292,0.51,0.08,0.0,0.1,0.0,0.27,0.05,0.48,0.84,0.16,0.95,0.05,0.03,0.01,0.37,0.16,0.24,0.05,0.13,0.06,0.09,63456,0.12,0.12,0.88,0.04,0.18,0.00,0.69,0.33,0.04,0.11,3.16,0,1.919143654,-1.1813,2,0,37,0.5338,0.6359,0,20,0.29,3
36005016700,2016,1,2433,0.09,0.61,0.0,0.0,0.0,0.27,0.03,0.38,0.71,0.29,0.86,0.14,0.02,0.04,0.28,0.2,0.19,0.04,0.23,0.13,0.36,30330,0.21,0.12,0.88,0.00,0.19,0.00,0.39,0.53,0.01,0.44,3.187,0,0.339287849,3.8848,5,1,19,0.3628,0.9845,6,421,0.17,1
36005016900,2016,1,1498,0.09,0.59,0.0,0.0,0.0,0.3,0.03,0.44,0.74,0.26,0.88,0.12,0.06,0.02,0.32,0.24,0.16,0.02,0.17,0.15,0.39,31029,0.26,0.08,0.93,0.02,0.10,0.00,0.38,0.60,0.04,0.45,3.309,0,0.379962163,1.9694,4,1,11,0.4916,0.9416,5,43,0.19,1
36005017100,2016,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.00,,,0.00,1.00,,0.00,,0.00,1.00,0.00,1.00,,0,0.006727074,3.8816,5,0,,,,,,0.2,1
36005017300,2016,1,6697,0.21,0.29,0.03,0.03,0.0,0.41,0.03,0.67,0.63,0.37,0.76,0.24,0.06,0.05,0.21,0.16,0.1,0.02,0.38,0.35,0.30,20952,0.16,0.17,0.83,0.07,0.23,0.08,0.43,0.53,0.01,0.32,3.633,0,0.680615824,2.1247,4,1,10,0.4908,0.9917,7,710,0.19,1
36005017500,2016,1,7021,0.09,0.43,0.02,0.0,0.0,0.42,0.04,0.63,0.76,0.24,0.85,0.15,0.06,0.05,0.3,0.17,0.08,0.02,0.33,0.23,0.46,18544,0.15,0.11,0.89,0.05,0.17,0.00,0.26,0.68,0.02,0.52,3.702,0,0.85726549,0.9929,4,1,16,0.572,0.9854,9,563,0.2,1
36005017701,2016,1,4459,0.08,0.22,0.0,0.0,0.0,0.7,0.0,0.76,0.74,0.26,0.8,0.2,0.05,0.07,0.2,0.15,0.07,0.02,0.43,0.17,0.47,21295,0.21,0.15,0.85,0.08,0.22,0.00,0.18,0.67,0.02,0.52,3.644,0,,1.0074,4,2,18,0.5298,0.999,12,,0.2,1
36005017702,2016,1,5456,0.12,0.34,0.0,0.01,0.0,0.52,0.01,0.68,0.56,0.44,0.67,0.33,0.04,0.05,0.27,0.15,0.16,0.02,0.32,0.26,0.51,21782,0.17,0.14,0.86,0.03,0.22,0.03,0.24,0.64,0.02,0.54,3.61,0,,1.9163,4,2,26,0.5162,0.9849,9,,0.2,1
36005017901,2016,1,4711,0.1,0.35,0.01,0.01,0.0,0.49,0.05,0.75,0.51,0.49,0.71,0.29,0.06,0.05,0.21,0.16,0.18,0.02,0.32,0.30,0.40,22233,0.16,0.18,0.82,0.09,0.22,0.11,0.30,0.55,0.01,0.45,3.912,0,,0.8289,4,1,11,0.4531,0.954,10,,0.2,1
36005017902,2016,1,3618,0.11,0.39,0.0,0.0,0.0,0.49,0.01,0.58,0.61,0.39,0.73,0.27,0.07,0.03,0.25,0.15,0.1,0.01,0.4,0.19,0.45,18662,0.19,0.21,0.79,0.01,0.30,0.09,0.27,0.58,0.03,0.47,3.814,0,,1.5551,4,2,11,0.4978,0.9788,8,,0.18,1
36005018101,2016,1,2946,0.12,0.55,0.02,0.0,0.0,0.31,0.0,0.48,0.6,0.4,0.76,0.24,0.09,0.0,0.3,0.21,0.14,0.01,0.24,0.28,0.39,26713,0.12,0.17,0.84,0.02,0.23,0.05,0.22,0.65,0.02,0.53,3.802,0,,1.3254,4,0,10,0.4758,0.9519,6,,0.19,1
36005018102,2016,1,5862,0.13,0.39,0.0,0.04,0.0,0.43,0.01,0.54,0.48,0.52,0.64,0.36,0.12,0.04,0.2,0.14,0.17,0.05,0.27,0.25,0.31,38440,0.12,0.21,0.79,0.08,0.28,0.00,0.34,0.53,0.02,0.39,3.894,0,,1.4739,4,2,11,0.3849,0.9643,6,,0.2,1
36005018301,2016,1,4241,0.15,0.49,0.0,0.04,0.0,0.28,0.04,0.54,0.67,0.33,0.87,0.13,0.03,0.09,0.23,0.1,0.22,0.12,0.2,0.18,0.28,30782,0.17,0.11,0.89,0.00,0.17,0.03,0.47,0.55,0.04,0.31,4.29,0,,1.2467,4,0,5,0.4647,0.9099,3,,0.2,1
36005018302,2016,1,3934,0.14,0.27,0.01,0.02,0.0,0.49,0.06,0.69,0.56,0.44,0.69,0.31,0.04,0.05,0.28,0.22,0.16,0.05,0.21,0.25,0.29,36181,0.16,0.28,0.72,0.01,0.40,0.00,0.31,0.43,0.03,0.33,3.82,0,,1.2258,4,2,25,0.4075,0.8812,4,,0.19,1
36005018400,2016,1,3928,0.68,0.05,0.0,0.02,0.0,0.24,0.02,0.38,0.78,0.22,0.91,0.09,0.0,0.02,0.28,0.21,0.23,0.08,0.18,0.10,0.10,71897,0.09,0.11,0.90,0.13,0.12,0.00,0.71,0.32,0.05,0.11,2.859,0,2.176407807,-0.5168,3,1,9,0.4159,0.5272,0,50,0.29,3
36005018500,2016,1,6904,0.07,0.46,0.0,0.0,0.0,0.44,0.03,0.52,0.68,0.32,0.79,0.21,0.08,0.04,0.24,0.22,0.17,0.03,0.21,0.19,0.43,23125,0.20,0.14,0.87,0.03,0.20,0.05,0.30,0.61,0.01,0.51,3.365,0,,1.1805,4,1,22,0.4486,0.9891,11,410,0.19,1
36005018900,2016,1,8389,0.2,0.28,0.0,0.01,0.0,0.49,0.02,0.73,0.64,0.36,0.79,0.21,0.03,0.03,0.35,0.15,0.15,0.02,0.27,0.22,0.45,21588,0.20,0.13,0.87,0.04,0.19,0.00,0.26,0.65,0.02,0.54,4.174,0,0.400235917,0.6918,4,1,12,0.4928,0.9903,8,878,0.18,1
36005019300,2016,1,5301,0.15,0.45,0.01,0.0,0.0,0.35,0.04,0.58,0.68,0.32,0.79,0.21,0.02,0.08,0.31,0.15,0.14,0.01,0.29,0.21,0.55,17268,0.21,0.15,0.85,0.02,0.24,0.00,0.26,0.67,0.01,0.51,4.09,0,0.509480338,0.1655,3,2,17,0.6509,0.9623,9,335,0.18,1
36005019400,2016,1,2282,0.35,0.11,0.0,0.02,0.0,0.4,0.12,0.6,0.79,0.21,0.94,0.06,0.02,0.05,0.39,0.07,0.26,0.03,0.18,0.15,0.27,51642,0.13,0.09,0.91,0.01,0.14,0.00,0.58,0.47,0.03,0.28,3.712,0,2.208961295,0.1985,3,0,5,0.4767,0.7937,1,323,0.2,1
36005019500,2016,1,7593,0.14,0.34,0.0,0.01,0.0,0.49,0.01,0.69,0.54,0.46,0.78,0.22,0.02,0.03,0.29,0.15,0.17,0.05,0.28,0.22,0.27,29723,0.16,0.15,0.85,0.04,0.21,0.02,0.38,0.54,0.03,0.37,3.8,0,0.339987869,1.3068,4,1,18,0.4547,0.9841,7,506,0.18,1
36005019700,2016,1,7084,0.13,0.33,0.01,0.06,0.0,0.44,0.03,0.65,0.53,0.47,0.75,0.25,0.02,0.04,0.34,0.18,0.13,0.02,0.27,0.27,0.44,25000,0.13,0.20,0.80,0.06,0.31,0.06,0.16,0.68,0.02,0.59,3.814,0,0.652053292,1.2041,4,2,18,0.385,0.9536,9,879,0.18,1
36005019900,2016,1,7635,0.12,0.34,0.0,0.0,0.0,0.47,0.07,0.65,0.62,0.38,0.75,0.25,0.02,0.04,0.28,0.18,0.15,0.03,0.3,0.32,0.40,23665,0.22,0.13,0.87,0.07,0.18,0.00,0.32,0.61,0.02,0.48,3.745,0,0.595167999,0.5232,4,1,10,0.4575,0.9583,10,505,0.18,1
36005020000,2016,1,4672,0.23,0.07,0.0,0.25,0.0,0.36,0.1,0.56,0.64,0.36,0.78,0.22,0.02,0.06,0.33,0.19,0.17,0.05,0.16,0.19,0.31,42595,0.16,0.19,0.81,0.03,0.28,0.00,0.45,0.49,0.02,0.32,2.898,0,,1.9448,4,4,20,0.4363,0.9202,1,192,0.2,1
36005020100,2016,1,4292,0.16,0.33,0.0,0.01,0.0,0.48,0.02,0.68,0.55,0.45,0.76,0.24,0.04,0.04,0.29,0.16,0.19,0.02,0.25,0.27,0.36,29509,0.12,0.15,0.86,0.01,0.22,0.07,0.27,0.62,0.03,0.48,4.584,0,0.536607214,1.4203,4,0,20,0.4439,0.9988,9,832,0.2,1
36005020200,2016,1,2240,0.18,0.13,0.01,0.21,0.0,0.43,0.04,0.58,0.64,0.36,0.83,0.17,0.04,0.03,0.32,0.14,0.28,0.04,0.16,0.13,0.18,43750,0.09,0.17,0.83,0.07,0.24,0.00,0.54,0.36,0.05,0.22,3.008,0,1.96734082,1.4682,4,0,14,0.4428,0.8874,0,240,0.2,1
36005020400,2016,1,3210,0.2,0.17,0.0,0.18,0.0,0.4,0.05,0.64,0.68,0.32,0.85,0.15,0.04,0.02,0.27,0.23,0.22,0.04,0.17,0.10,0.16,51282,0.22,0.16,0.84,0.09,0.20,0.00,0.54,0.37,0.04,0.25,3.086,0,1.858762931,1.3831,4,1,6,0.3889,0.8738,2,442,0.2,1
36005020501,2016,1,6568,0.09,0.37,0.02,0.0,0.0,0.46,0.06,0.7,0.63,0.37,0.79,0.21,0.02,0.03,0.32,0.21,0.13,0.04,0.26,0.31,0.35,23904,0.14,0.15,0.85,0.02,0.24,0.06,0.39,0.58,0.01,0.35,5.406,0,,1.8158,4,0,8,0.4654,0.975,6,,0.2,1
36005020502,2016,1,2077,0.15,0.41,0.0,0.0,0.0,0.41,0.03,0.52,0.69,0.31,0.85,0.15,0.03,0.02,0.33,0.15,0.16,0.03,0.27,0.23,0.47,22519,0.13,0.09,0.92,0.00,0.16,0.02,0.43,0.57,0.05,0.31,4.031,0,,2.6102,5,0,15,0.5134,0.9975,4,,0.2,1
36005020601,2016,1,2758,0.19,0.14,0.01,0.3,0.0,0.32,0.05,0.49,0.61,0.39,0.76,0.24,0.04,0.04,0.36,0.13,0.19,0.03,0.21,0.14,0.24,51300,0.19,0.12,0.88,0.07,0.14,0.00,0.56,0.37,0.03,0.24,3.005,0,1.926599178,1.5875,4,0,12,0.4759,0.8434,1,60,0.2,1
36005020900,2016,1,4519,0.11,0.28,0.0,0.02,0.0,0.57,0.02,0.7,0.43,0.57,0.7,0.3,0.04,0.04,0.21,0.21,0.19,0.03,0.27,0.38,0.31,32025,0.12,0.16,0.84,0.02,0.22,0.00,0.27,0.62,0.01,0.51,3.767,0,,4.4124,5,0,12,0.4065,0.9375,7,834,0.2,1
36005021001,2016,1,9094,0.07,0.59,0.0,0.04,0.0,0.25,0.05,0.35,0.73,0.27,0.89,0.11,0.01,0.03,0.28,0.19,0.27,0.09,0.12,0.10,0.15,49240,0.14,0.12,0.88,0.03,0.18,0.02,0.57,0.38,0.02,0.22,3.644,0,,0.9865,4,0,5,0.3724,0.8919,2,,0.2,1
36005021002,2016,1,6081,0.08,0.64,0.0,0.1,0.0,0.12,0.06,0.23,0.68,0.32,0.83,0.17,0.04,0.02,0.21,0.23,0.26,0.09,0.14,0.06,0.17,44474,0.15,0.08,0.92,0.00,0.12,0.00,0.66,0.39,0.04,0.18,3.551,0,,1.1321,4,1,5,0.4372,0.8571,1,,0.2,1
36005021100,2016,1,5721,0.13,0.46,0.0,0.0,0.0,0.38,0.03,0.58,0.65,0.35,0.78,0.22,0.04,0.02,0.26,0.2,0.17,0.04,0.27,0.22,0.47,22780,0.22,0.16,0.85,0.09,0.20,0.00,0.29,0.60,0.03,0.49,3.885,0,0.632792381,1.6879,4,1,11,0.4538,0.987,10,412,0.18,1
36005021200,2016,1,5169,0.11,0.41,0.0,0.22,0.0,0.19,0.07,0.33,0.75,0.25,0.93,0.07,0.01,0.04,0.27,0.24,0.23,0.11,0.08,0.10,0.12,50839,0.11,0.06,0.94,0.01,0.09,0.00,0.65,0.39,0.04,0.19,3.592,0,1.740851678,0.7275,4,0,4,0.3572,0.6547,2,,0.2,1
36005021301,2016,1,1101,0.11,0.23,0.0,0.0,0.0,0.6,0.06,0.8,0.64,0.36,0.86,0.14,0.06,0.02,0.25,0.23,0.19,0.05,0.2,0.26,0.48,20500,0.12,0.09,0.91,0.00,0.14,0.00,0.28,0.72,0.04,0.56,5.316,0,0.611894794,3.0208,5,2,10,0.5083,0.9282,6,220,0.2,1
36005021302,2016,1,6250,0.12,0.46,0.0,0.01,0.0,0.4,0.01,0.59,0.62,0.38,0.8,0.2,0.06,0.04,0.22,0.17,0.14,0.05,0.31,0.27,0.38,30075,0.14,0.17,0.83,0.04,0.26,0.05,0.31,0.56,0.02,0.43,4.206,0,0.638943603,2.5927,5,0,8,0.3969,0.974,9,233,0.2,1
36005021501,2016,1,4317,0.12,0.26,0.0,0.03,0.02,0.55,0.03,0.72,0.59,0.41,0.74,0.26,0.04,0.02,0.35,0.12,0.21,0.02,0.24,0.27,0.31,28622,0.19,0.14,0.86,0.07,0.19,0.00,0.35,0.62,0.01,0.47,3.864,0,0.600665425,2.8662,5,1,9,0.4162,0.9835,8,261,0.17,1
36005021502,2016,1,6110,0.09,0.28,0.01,0.0,0.0,0.59,0.03,0.7,0.59,0.41,0.76,0.24,0.03,0.01,0.29,0.21,0.15,0.0,0.31,0.30,0.45,17664,0.22,0.19,0.81,0.14,0.23,0.06,0.26,0.63,0.01,0.49,3.805,0,0.672947582,4.6419,5,1,12,0.4625,0.9864,10,608,0.2,1
36005021601,2016,1,3970,0.24,0.23,0.0,0.04,0.0,0.48,0.02,0.66,0.65,0.35,0.76,0.24,0.03,0.08,0.36,0.17,0.17,0.01,0.19,0.15,0.46,24914,0.18,0.16,0.84,0.00,0.24,0.00,0.36,0.61,0.02,0.40,3.267,0,1.421711103,0.7697,4,1,16,0.483,0.9501,3,696,0.2,1
36005021602,2016,1,6059,0.17,0.44,0.02,0.2,0.0,0.14,0.03,0.37,0.71,0.29,0.86,0.14,0.03,0.01,0.22,0.17,0.3,0.07,0.18,0.13,0.21,43996,0.12,0.10,0.90,0.06,0.12,0.00,0.54,0.42,0.02,0.28,3.311,0,1.564155006,0.3374,3,1,9,0.4202,0.8412,2,456,0.2,1
36005021700,2016,1,5093,0.1,0.44,0.01,0.0,0.0,0.41,0.05,0.55,0.63,0.37,0.77,0.23,0.03,0.05,0.3,0.19,0.08,0.04,0.31,0.17,0.53,20923,0.19,0.19,0.81,0.03,0.26,0.00,0.23,0.68,0.01,0.52,4.36,0,,4.6018,5,1,15,0.4741,0.9905,10,,0.2,1
