FIPS,Year,Urban,Total_Population,P_WH,P_AA,P_AI,P_AS,P_NH,P_OR,P_2R,P_Latino,P_Native,P_FB,P_Citizen,P_Noncitizen,P_NoSchool,P_HS_No_Degree,P_HS_or_GED,P_Some_College,P_College_Degree,P_Masters_Prof_Doc,P_Other,P_Limited_Eng,Poverty_Rate,MED_HH_Income,UE_Rate,P_UI,P_Insured,P_UI_Under_18,P_UI_18-64,P_UI_65_Over,P_Any_Private_Ins,P_Any_Public_Ins,P_Medicare_Alone,P_Medicaid_Alone,Resp_HI,Low_Access,Park_Distance,Walkscore,Walkscore_Percentile,Tob_Retailer_Per_1000,Felony_Per_1000,GINI,SVI_Themes_Total,SVI_Flags,Housing_Violations_Per_1000,Voter Turnout,Turnout Quartile
36081037300,2017,1.0,2500,0.21,0.19,0.0,0.09,0.0,0.44,0.08,0.6,0.47,0.53,0.68,0.32,0.03,0.02,0.29,0.2,0.17,0.09,0.2,0.19,0.17,56320,0.03,0.17,0.83,0.03,0.24,0,0.38,0.55,0.04,0.39,5.696,0,1.541953519,-1.4701,2,2,66,0.4484,0.684,2,0.2853,0.21,1
36081037500,2017,1.0,3946,0.52,0.05,0.0,0.06,0.0,0.36,0.02,0.89,0.32,0.68,0.54,0.46,0.03,0.03,0.33,0.1,0.09,0.04,0.39,0.4,0.22,45655,0.07,0.36,0.64,0.01,0.51,0.12,0.24,0.45,0.03,0.34,4.56,0,1.453293486,2.1578,5,3,127,0.3884,0.8014,4,0.3741,0.19,1
36081037600,2017,1.0,5979,0.0,0.91,0.006,0.02,0.0,0.05,0.01,0.05,0.65,0.35,0.89,0.11,0.01,0.02,0.29,0.26,0.26,0.11,0.05,0.02,0.06,72198,0.11,0.1,0.9,0.06,0.13,0.03,0.67,0.34,0.05,0.16,3.168,1,2.060188737,-0.7117,2,0,114,0.3719,0.4282,1,0.2072,0.25,3
36081037700,2017,1.0,3717,0.37,0.13,0.0,0.02,0.0,0.46,0.02,0.87,0.42,0.58,0.55,0.45,0.06,0.05,0.25,0.12,0.07,0.04,0.42,0.29,0.26,46276,0.11,0.4,0.6,0.06,0.58,0.18,0.21,0.42,0.02,0.36,5.357,0,1.575693378,1.8256,4,1,65,0.4064,0.9004,7,0.1399,0.21,1
36081037900,2017,1.0,7287,0.31,0.04,0.004,0.07,0.0,0.53,0.03,0.94,0.38,0.62,0.49,0.51,0.05,0.02,0.36,0.11,0.06,0.02,0.38,0.41,0.23,48523,0.04,0.35,0.66,0.02,0.52,0.14,0.29,0.44,0.02,0.33,5.263,0,1.427662996,1.337,4,1,131,0.3528,0.8548,7,0.3633,0.21,1
36081038100,2017,1.0,7798,0.43,0.16,0.011,0.03,0.0,0.32,0.04,0.83,0.41,0.59,0.55,0.45,0.04,0.03,0.34,0.11,0.11,0.03,0.33,0.28,0.27,48311,0.07,0.41,0.59,0.05,0.59,0,0.28,0.39,0.02,0.27,4.925,0,1.279612508,-1.0363,2,1,113,0.4353,0.9394,4,0.3472,0.21,1
36081038301,2017,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0,,1.9399,4,0,26,,,,,0.23,2
36081038302,2017,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,3.091,1,,,,0,151,,0.2135,4,,0.21,1
36081038400,2017,1.0,2420,0.03,0.86,0.0,0.04,0.0,0.06,0.01,0.09,0.61,0.39,0.83,0.17,0.03,0.03,0.37,0.21,0.25,0.04,0.07,0.04,0.09,62500,0.16,0.13,0.87,0.03,0.19,0,0.56,0.38,0.03,0.25,2.851,0,2.181925464,-0.7649,2,0,49,0.3791,0.5998,2,0.0754,0.25,3
36081039400,2017,1.0,3010,0.02,0.88,0.0,0.0,0.0,0.01,0.08,0.07,0.6,0.4,0.84,0.16,0.01,0.03,0.35,0.2,0.23,0.1,0.08,0.02,0.1,57391,0.17,0.17,0.83,0.1,0.23,0.06,0.65,0.27,0.04,0.11,3.055,0,1.876793759,-0.0402,3,2,55,0.3978,0.6446,2,0.1776,0.26,3
36081039800,2017,1.0,1731,0.03,0.92,0.0,0.0,0.0,0.01,0.03,0.05,0.6,0.4,0.92,0.08,0.01,0.02,0.39,0.27,0.13,0.07,0.11,0,0.04,62375,0.13,0.12,0.88,0,0.18,0.06,0.63,0.32,0.06,0.16,2.795,0,1.490914895,-0.3061,3,1,35,0.3744,0.481,1,0.1211,0.25,3
36081039900,2017,1.0,4181,0.46,0.04,0.004,0.08,0.0,0.4,0.01,0.85,0.39,0.61,0.54,0.46,0.05,0.01,0.35,0.11,0.1,0.02,0.35,0.43,0.2,46362,0.07,0.34,0.66,0.08,0.49,0,0.31,0.42,0.03,0.32,3.953,0,0.903478341,-1.2257,2,1,70,0.3858,0.8269,4,0.2234,0.21,1
36081040000,2017,1.0,1476,0.01,0.94,0.0,0.0,0.0,0.0,0.04,0.03,0.6,0.4,0.9,0.1,0.02,0.02,0.31,0.25,0.24,0.11,0.04,0,0.06,73516,0.07,0.11,0.89,0,0.16,0,0.73,0.24,0.03,0.11,2.847,0,1.645789554,-0.6014,3,1,22,0.3671,0.5243,1,0.1373,0.25,3
36081040100,2017,1.0,8193,0.41,0.01,0.002,0.14,0.0,0.41,0.02,0.84,0.35,0.65,0.5,0.5,0.09,0.03,0.28,0.1,0.1,0.01,0.38,0.46,0.23,47702,0.06,0.43,0.57,0.05,0.61,0.13,0.18,0.42,0.02,0.35,3.898,0,1.014170184,-0.6143,3,1,140,0.4036,0.8441,4,0.3149,0.19,1
36081040200,2017,1.0,1617,0.0,0.96,0.0,0.01,0.0,0.0,0.02,0.03,0.65,0.35,0.9,0.1,0.0,0.03,0.28,0.25,0.25,0.1,0.09,0.02,0.14,81607,0.11,0.09,0.91,0.1,0.11,0,0.65,0.31,0.04,0.19,3.077,0,1.741106082,-2.3548,1,1,34,0.3436,0.5264,1,0.0619,0.26,3
36081040300,2017,1.0,7310,0.42,0.04,0.003,0.08,0.0,0.42,0.03,0.89,0.36,0.64,0.53,0.47,0.07,0.04,0.37,0.09,0.12,0.01,0.29,0.43,0.24,46188,0.04,0.4,0.61,0.07,0.54,0,0.29,0.37,0.02,0.28,4.118,0,1.006015681,0.7965,4,2,111,0.373,0.7785,5,0.2987,0.19,1
36081040400,2017,1.0,4316,0.01,0.9,0.0,0.01,0.0,0.04,0.04,0.07,0.66,0.34,0.82,0.18,0.0,0.01,0.3,0.29,0.24,0.06,0.1,0.06,0.15,53417,0.15,0.1,0.9,0.02,0.15,0,0.51,0.47,0.04,0.31,3.011,0,1.959073262,-2.1732,2,1,81,0.4772,0.7343,2,0.3068,0.25,3
36081040500,2017,1.0,3339,0.53,0.02,0.004,0.04,0.0,0.4,0.0,0.96,0.34,0.66,0.5,0.5,0.05,0.04,0.35,0.06,0.04,0.02,0.44,0.49,0.31,42557,0.07,0.42,0.58,0.07,0.59,0,0.23,0.46,0.03,0.28,4.153,0,0.946571689,1.707,4,4,133,0.3626,0.8366,7,0.2638,0.19,1
36081040700,2017,1.0,7632,0.42,0.07,0.003,0.05,0.0,0.45,0.02,0.9,0.31,0.69,0.48,0.52,0.03,0.04,0.37,0.09,0.09,0.02,0.36,0.51,0.16,43355,0.05,0.43,0.57,0.01,0.59,0.1,0.24,0.43,0.03,0.27,4.191,0,1.115758592,2.0944,5,2,111,0.3905,0.7935,6,0.2799,0.19,1
36081040900,2017,1.0,6017,0.27,0.06,0.059,0.12,0.0,0.43,0.06,0.85,0.29,0.71,0.5,0.5,0.08,0.03,0.25,0.07,0.08,0.03,0.45,0.46,0.23,50045,0.09,0.37,0.63,0.08,0.49,0.09,0.25,0.42,0.02,0.34,4.361,0,1.288546219,2.1575,5,1,76,0.375,0.8445,6,0.2664,0.19,1
36081041100,2017,1.0,3873,0.49,0.03,0.0,0.16,0.0,0.3,0.01,0.81,0.33,0.67,0.54,0.46,0.06,0.03,0.25,0.1,0.13,0.02,0.41,0.3,0.24,47448,0.07,0.35,0.65,0,0.49,0,0.25,0.5,0.02,0.34,4.11,0,1.18415473,2.3758,4,1,42,0.3579,0.764,6,0.1507,0.19,1
36081041300,2017,1.0,4822,0.41,0.0,0.014,0.22,0.0,0.32,0.04,0.75,0.42,0.58,0.61,0.39,0.09,0.05,0.26,0.08,0.12,0.0,0.39,0.3,0.27,50745,0.05,0.29,0.71,0.02,0.46,0.04,0.26,0.54,0.04,0.39,3.957,0,0.986753072,1.5119,4,2,56,0.3832,0.7966,4,0.2799,0.19,1
36081041400,2017,1.0,3677,0.03,0.77,0.0,0.01,0.0,0.15,0.04,0.2,0.66,0.34,0.87,0.13,0.03,0.06,0.24,0.27,0.22,0.04,0.14,0.03,0.15,40682,0.15,0.13,0.87,0,0.2,0,0.55,0.37,0.06,0.25,3.007,0,1.329763306,-1.3531,2,0,67,0.4258,0.8686,4,0.2960,0.26,3
36081041500,2017,1.0,3687,0.57,0.03,0.003,0.16,0.0,0.21,0.03,0.68,0.43,0.57,0.66,0.34,0.05,0.02,0.33,0.14,0.16,0.02,0.27,0.39,0.19,40345,0.03,0.19,0.81,0.03,0.28,0,0.33,0.52,0.05,0.41,3.886,0,0.829407451,-0.0606,3,1,53,0.3691,0.8162,3,0.0727,0.19,1
36081042400,2017,1.0,2612,0.0,0.95,0.0,0.02,0.0,0.01,0.02,0.02,0.81,0.19,0.94,0.06,0.0,0.02,0.31,0.18,0.27,0.17,0.05,0,0.11,79375,0.06,0.1,0.9,0.03,0.14,0,0.66,0.39,0.04,0.18,2.939,1,,-1.2189,2,1,36,0.4094,0.5239,1,0.1642,0.26,3
36081042600,2017,1.0,512,0.51,0.45,0.0,0.04,0.0,0.0,0.01,0.13,0.82,0.18,0.94,0.06,0.09,0.04,0.36,0.12,0.08,0.02,0.28,,0.63,,0,0.05,0.95,,0.05,0,0.11,0.9,0,0.55,2.726,0,,-0.3026,3,2,23,,0.6669,6,,0.26,3
36081042700,2017,1.0,5242,0.48,0.01,0.0,0.17,0.0,0.31,0.03,0.81,0.35,0.65,0.58,0.42,0.05,0.04,0.26,0.14,0.12,0.02,0.37,0.39,0.28,43031,0.02,0.37,0.63,0.08,0.5,0.12,0.23,0.43,0.02,0.35,3.914,0,0.631185057,-0.6234,2,1,42,0.4018,0.7814,3,0.1534,0.19,1
36081043200,2017,1.0,1507,0.0,0.96,0.0,0.0,0.0,0.02,0.02,0.06,0.75,0.25,0.91,0.09,0.0,0.02,0.38,0.22,0.21,0.13,0.05,0,0.02,88750,0.09,0.05,0.95,0,0.08,0,0.76,0.3,0.03,0.16,3.652,1,0.703152949,-0.7734,2,1,41,0.3385,0.3948,1,0.0834,0.26,3
36081043400,2017,1.0,1708,0.03,0.78,0.0,0.09,0.0,0.06,0.05,0.08,0.61,0.39,0.86,0.14,0.0,0.04,0.28,0.24,0.25,0.1,0.09,0,0.04,88500,0.12,0.09,0.91,0.02,0.14,0,0.72,0.29,0.02,0.14,3.124,0,0.565233035,-1.8621,2,0,32,0.366,0.3177,3,0.0565,0.26,3
36081043701,2017,1.0,3780,0.58,0.14,0.0,0.04,0.0,0.23,0.01,0.73,0.47,0.53,0.68,0.32,0.03,0.02,0.37,0.16,0.16,0.02,0.24,0.32,0.25,50817,0.02,0.21,0.79,0.07,0.31,0,0.39,0.48,0.03,0.25,4.309,0,,-0.2994,3,1,24,0.4311,0.9259,4,0.2153,0.21,1
36081043702,2017,1.0,6213,0.47,0.18,0.0,0.22,0.0,0.1,0.02,0.56,0.42,0.58,0.67,0.33,0.0,0.02,0.26,0.19,0.28,0.05,0.19,0.2,0.21,37904,0.03,0.28,0.72,0,0.41,0.08,0.35,0.43,0.04,0.3,4.566,0,,2.3218,5,0,58,0.3718,0.9158,2,0.1453,0.19,1
36081043900,2017,1.0,4537,0.59,0.04,0.0,0.07,0.0,0.27,0.03,0.88,0.38,0.62,0.5,0.5,0.04,0.02,0.29,0.15,0.12,0.01,0.37,0.5,0.34,41088,0.07,0.39,0.61,0.1,0.56,0.09,0.26,0.39,0.03,0.29,4.029,0,0.765754422,-0.2832,3,2,60,0.4619,0.7964,6,0.2099,0.19,1
36081044000,2017,1.0,3821,0.01,0.77,0.0,0.04,0.0,0.13,0.06,0.15,0.57,0.43,0.78,0.22,0.03,0.09,0.35,0.15,0.16,0.04,0.18,0.03,0.2,52237,0.18,0.17,0.83,0.03,0.23,0.11,0.38,0.5,0.04,0.39,3.104,0,1.735697688,2.2152,4,2,94,0.4226,0.7366,2,0.3176,0.24,3
36081044301,2017,1.0,3535,0.55,0.1,0.028,0.12,0.0,0.18,0.03,0.74,0.44,0.56,0.65,0.35,0.07,0.03,0.23,0.12,0.11,0.04,0.4,0.54,0.55,20273,0.07,0.17,0.83,0.06,0.31,0,0.21,0.66,0.05,0.4,4.141,0,,1.8752,4,1,48,0.4988,0.9464,4,0.2153,0.19,1
36081044302,2017,1.0,4748,0.33,0.13,0.002,0.34,0.0,0.16,0.03,0.48,0.37,0.63,0.66,0.34,0.05,0.05,0.25,0.11,0.22,0.08,0.23,0.32,0.17,54569,0.1,0.26,0.74,0.03,0.34,0.09,0.44,0.4,0.03,0.25,4.183,0,,4.3465,5,1,124,0.3938,0.8084,3,0.1857,0.19,1
36081044400,2017,1.0,3024,0.09,0.26,0.028,0.18,0.0,0.38,0.06,0.39,0.34,0.66,0.66,0.34,0.04,0.06,0.27,0.11,0.15,0.06,0.3,0.35,0.26,37054,0.11,0.25,0.75,0.12,0.33,0.06,0.29,0.48,0.05,0.34,3.255,0,,1.8905,4,2,155,0.4755,0.9689,4,0.3176,0.26,3
36081044601,2017,1.0,3119,0.27,0.27,0.022,0.2,0.0,0.23,0.01,0.5,0.39,0.61,0.64,0.36,0.05,0.07,0.27,0.16,0.19,0.05,0.2,0.41,0.2,36553,0.12,0.23,0.78,0.09,0.32,0.08,0.33,0.52,0.03,0.35,3.892,0,1.128148478,5.4209,5,4,293,0.4018,0.9691,5,0.7347,0.24,3
36081044602,2017,1.0,5082,0.09,0.28,0.004,0.36,0.0,0.22,0.04,0.31,0.44,0.56,0.68,0.32,0.04,0.06,0.3,0.13,0.22,0.07,0.18,0.28,0.39,42384,0.15,0.18,0.82,0.03,0.26,0.02,0.29,0.6,0.02,0.48,5.301,0,1.16472148,5.4785,5,2,116,0.4389,0.9922,6,0.8074,0.24,3
36081044800,2017,1.0,2677,0.08,0.13,0.0,0.56,0.0,0.15,0.09,0.16,0.35,0.65,0.65,0.35,0.03,0.06,0.15,0.08,0.24,0.22,0.22,0.24,0.22,51184,0.11,0.22,0.78,0.05,0.31,0,0.37,0.49,0.04,0.32,3.445,0,0.940390511,4.3007,5,1,42,0.4568,0.7624,0,0.0727,0.26,3
36081045000,2017,1.0,1902,0.35,0.02,0.0,0.5,0.0,0.08,0.05,0.26,0.37,0.63,0.77,0.23,0.03,0.03,0.33,0.11,0.29,0.11,0.1,0.19,0.09,62383,0.07,0.19,0.81,0.05,0.26,0.05,0.47,0.42,0.08,0.22,3.449,0,1.355015902,1.952,4,1,21,0.4748,0.4911,0,0.1696,0.23,2
36081045200,2017,1.0,1009,0.35,0.26,0.0,0.38,0.0,0.01,0.0,0.11,0.54,0.46,0.81,0.19,0.06,0.01,0.33,0.15,0.25,0.06,0.13,0.2,0.25,40313,0.1,0.08,0.92,0,0.1,0.18,0.58,0.44,0.03,0.29,3.465,0,0.553150271,3.3644,5,0,31,0.4258,0.8903,4,0.0673,0.23,2
36081045400,2017,1.0,4298,0.08,0.12,0.008,0.71,0.0,0.05,0.03,0.08,0.35,0.65,0.8,0.2,0.06,0.02,0.19,0.11,0.36,0.17,0.09,0.22,0.14,53458,0.13,0.17,0.83,0.11,0.18,0.16,0.44,0.44,0.02,0.33,4.505,0,0.940892701,4.4226,5,0,80,0.4328,0.7232,0,0.3176,0.23,2
36081045500,2017,1.0,13003,0.24,0.6,0.011,0.04,0.0,0.09,0.01,0.2,0.51,0.49,0.74,0.26,0.04,0.03,0.34,0.22,0.19,0.08,0.09,0.15,0.18,46275,0.07,0.14,0.86,0,0.21,0.01,0.54,0.38,0.04,0.21,5.125,0,1.28664653,4.5348,5,0,39,0.3884,0.8764,2,0.9635,0.21,1
36081045600,2017,1.0,1400,0.04,0.1,0.0,0.83,0.0,0.01,0.02,0.04,0.36,0.64,0.86,0.15,0.04,0.02,0.19,0.11,0.38,0.17,0.09,0.12,0.16,61950,0.16,0.08,0.92,0.03,0.1,0.03,0.55,0.4,0.08,0.23,3.845,0,1.454777845,1.9022,4,0,29,0.3988,0.5868,2,0.0215,0.23,2
36081045700,2017,1.0,2992,0.17,0.0,0.004,0.7,0.0,0.12,0.0,0.23,0.22,0.78,0.71,0.29,0.03,0.03,0.25,0.11,0.37,0.13,0.08,0.33,0.15,60583,0.08,0.26,0.74,0.07,0.32,0.1,0.52,0.31,0.06,0.14,4.445,0,1.462811809,4.8866,5,0,36,0.4619,0.4344,0,0.0323,0.21,1
36081045800,2017,1.0,2098,0.12,0.1,0.023,0.63,0.0,0.06,0.06,0.11,0.41,0.59,0.8,0.2,0.02,0.01,0.18,0.1,0.33,0.3,0.06,0.2,0.13,54000,0.08,0.1,0.9,0.01,0.15,0.09,0.48,0.52,0.06,0.33,4.545,0,1.573317188,2.3291,4,1,52,0.4743,0.6999,1,0.1453,0.23,2
36081045900,2017,1.0,3923,0.29,0.0,0.006,0.46,0.0,0.2,0.04,0.5,0.29,0.71,0.57,0.43,0.09,0.03,0.19,0.08,0.19,0.1,0.32,0.33,0.18,56806,0.11,0.19,0.81,0.08,0.23,0,0.41,0.49,0.03,0.34,4.255,0,1.466826675,4.9755,5,0,42,0.3938,0.7939,3,0.0027,0.19,1
36081046000,2017,1.0,5817,0.1,0.18,0.008,0.46,0.0,0.2,0.05,0.3,0.36,0.64,0.63,0.37,0.04,0.04,0.24,0.1,0.27,0.09,0.22,0.31,0.31,28113,0.08,0.18,0.82,0.1,0.24,0.02,0.27,0.59,0.02,0.47,4.298,0,1.541144247,4.9647,5,3,217,0.4374,0.8981,6,0.3714,0.26,3
36081046100,2017,1.0,2988,0.3,0.0,0.002,0.49,0.0,0.16,0.04,0.43,0.26,0.74,0.54,0.46,0.08,0.05,0.29,0.1,0.24,0.03,0.22,0.42,0.25,44757,0.07,0.3,0.71,0.08,0.39,0.03,0.34,0.42,0.03,0.31,4.234,0,1.47191941,5.3393,5,1,36,0.4868,0.6559,3,0.0242,0.19,1
36081046200,2017,1.0,8760,0.17,0.08,0.001,0.44,0.0,0.24,0.07,0.38,0.31,0.69,0.63,0.37,0.04,0.04,0.25,0.14,0.3,0.04,0.18,0.25,0.16,47524,0.1,0.18,0.82,0.04,0.25,0.08,0.32,0.53,0.03,0.43,3.537,0,1.802763502,2.8965,5,1,149,0.4382,0.9775,2,1.0981,0.26,3
36081046300,2017,1.0,3985,0.43,0.01,0.0,0.41,0.0,0.11,0.04,0.54,0.33,0.67,0.58,0.42,0.05,0.03,0.25,0.09,0.18,0.04,0.35,0.47,0.25,42720,0.07,0.24,0.76,0,0.35,0,0.32,0.51,0.01,0.39,4.294,0,1.463219096,3.7986,5,1,102,0.4862,0.8137,4,0.3257,0.19,1
36081046400,2017,1.0,1734,0.34,0.27,0.04,0.23,0.0,0.09,0.03,0.24,0.64,0.36,0.9,0.1,0.0,0.03,0.16,0.1,0.32,0.34,0.04,0.11,0.11,95250,0.08,0.1,0.9,0,0.12,0.07,0.75,0.23,0.05,0.09,4.139,0,1.703900725,0.4388,3,0,13,0.4282,0.3278,1,0.0996,0.23,2
36081046500,2017,1.0,3680,0.59,0.0,0.0,0.18,0.0,0.23,0.01,0.79,0.24,0.76,0.49,0.51,0.03,0.02,0.25,0.1,0.15,0.04,0.41,0.58,0.19,42344,0.04,0.45,0.55,0.03,0.59,0.03,0.21,0.42,0.03,0.3,4.36,0,1.409973917,2.4675,5,2,50,0.4663,0.5642,2,0.2934,0.19,1
36081046600,2017,1.0,3521,0.2,0.24,0.0,0.48,0.0,0.06,0.02,0.13,0.5,0.5,0.83,0.17,0.03,0.02,0.13,0.11,0.37,0.21,0.14,0.13,0.31,52477,0.07,0.07,0.93,0,0.12,0,0.57,0.43,0.05,0.25,5.091,0,1.77931264,0.8438,4,2,68,0.4115,0.8216,0,0.0350,0.26,3
36081046700,2017,1.0,6815,0.54,0.02,0.005,0.32,0.0,0.1,0.01,0.63,0.36,0.64,0.56,0.44,0.06,0.07,0.27,0.11,0.18,0.03,0.28,0.46,0.33,34214,0.04,0.26,0.74,0.01,0.39,0,0.33,0.49,0.04,0.34,4.404,0,1.634954433,3.4524,5,0,65,0.3743,0.8253,4,0.5840,0.19,1
36081046800,2017,1.0,3171,0.12,0.09,0.008,0.54,0.0,0.21,0.03,0.18,0.28,0.72,0.72,0.28,0.04,0.03,0.26,0.14,0.31,0.05,0.18,0.14,0.13,42089,0.13,0.16,0.84,0.03,0.2,0.14,0.46,0.47,0.07,0.26,3.95,0,1.908380053,0.024,3,2,69,0.3927,0.8267,0,0.1696,0.26,3
36081046900,2017,1.0,8205,0.38,0.02,0.0,0.36,0.0,0.18,0.06,0.51,0.35,0.65,0.65,0.35,0.05,0.07,0.33,0.14,0.18,0.05,0.18,0.47,0.29,45048,0.07,0.24,0.76,0.01,0.35,0.04,0.35,0.5,0.04,0.33,4.619,0,1.779410828,3.2493,5,1,63,0.4867,0.796,2,0.8532,0.19,1
36081047000,2017,1.0,3322,0.1,0.12,0.113,0.4,0.0,0.19,0.08,0.21,0.37,0.63,0.82,0.18,0.08,0.04,0.34,0.13,0.2,0.02,0.2,0.1,0.11,53409,0.16,0.19,0.81,0.07,0.27,0.03,0.43,0.54,0.05,0.26,3.832,0,1.85298533,-1.0256,2,2,48,0.356,0.7257,0,0.2234,0.26,3
36081047100,2017,1.0,4218,0.19,0.0,0.012,0.69,0.0,0.1,0.0,0.23,0.27,0.73,0.63,0.37,0.06,0.04,0.3,0.11,0.25,0.08,0.17,0.44,0.21,46855,0.05,0.23,0.77,0.02,0.31,0.05,0.39,0.45,0.04,0.3,4.451,0,1.75564301,4.9033,5,1,50,0.4748,0.7455,2,0.1426,0.19,1
36081047200,2017,1.0,4027,0.26,0.23,0.0,0.4,0.0,0.08,0.02,0.14,0.41,0.59,0.86,0.14,0.04,0.04,0.2,0.15,0.33,0.15,0.1,0.14,0.13,65592,0.1,0.09,0.91,0.02,0.12,0.04,0.62,0.4,0.08,0.17,4.217,0,1.707426554,-2.1984,2,1,65,0.4479,0.6958,3,0.1211,0.26,3
36081047300,2017,1.0,3710,0.21,0.03,0.004,0.67,0.0,0.09,0.0,0.2,0.23,0.77,0.65,0.35,0.06,0.03,0.2,0.16,0.28,0.13,0.13,0.33,0.17,52500,0.08,0.18,0.82,0.1,0.23,0.04,0.49,0.42,0.11,0.2,6.063,0,1.72073264,4.8748,5,2,59,0.4725,0.6774,2,0.0404,0.21,1
36081047500,2017,1.0,4570,0.3,0.01,0.01,0.57,0.0,0.08,0.04,0.3,0.36,0.64,0.68,0.32,0.03,0.04,0.2,0.2,0.31,0.1,0.11,0.34,0.19,54130,0.07,0.22,0.78,0.02,0.3,0.1,0.48,0.37,0.05,0.23,5.028,0,1.778872992,5.217,5,2,244,0.4745,0.6889,0,0.0081,0.21,1
36081047600,2017,1.0,1459,0.4,0.18,0.0,0.36,0.0,0.03,0.02,0.09,0.52,0.48,0.83,0.17,0.01,0.02,0.09,0.18,0.4,0.26,0.04,0.05,0.05,86750,0.04,0.1,0.9,0.11,0.12,0,0.79,0.23,0.06,0.04,3.535,1,1.413380063,-4.3204,1,0,12,0.4073,0.2997,0,,0.23,2
36081047800,2017,1.0,5500,0.25,0.23,0.0,0.24,0.0,0.13,0.14,0.24,0.52,0.48,0.85,0.15,0.02,0.06,0.25,0.14,0.31,0.12,0.1,0.04,0.07,80149,0.05,0.11,0.89,0.05,0.13,0.08,0.7,0.32,0.06,0.12,4.633,0,1.574614495,-2.7625,1,1,78,0.3586,0.5497,0,0.1265,0.25,3
36081047900,2017,1.0,5357,0.26,0.01,0.0,0.71,0.0,0.02,0.01,0.17,0.3,0.7,0.67,0.33,0.06,0.02,0.22,0.21,0.27,0.09,0.13,0.38,0.17,46956,0.05,0.13,0.87,0.03,0.19,0.01,0.48,0.44,0.07,0.27,4.148,0,1.385553706,3.3114,5,1,57,0.4499,0.6337,2,0.2072,0.19,1
36081048000,2017,1.0,2932,0.14,0.18,0.057,0.42,0.0,0.14,0.07,0.2,0.34,0.66,0.75,0.25,0.04,0.05,0.17,0.14,0.24,0.13,0.21,0.11,0.1,60398,0.15,0.13,0.87,0.05,0.18,0,0.46,0.46,0.05,0.3,3.815,0,1.743542519,-1.4103,2,2,34,0.5184,0.6656,3,0.0484,0.26,3
36081048100,2017,1.0,6527,0.35,0.05,0.0,0.5,0.0,0.09,0.01,0.33,0.36,0.64,0.72,0.28,0.06,0.01,0.28,0.09,0.32,0.02,0.21,0.35,0.16,35654,0.06,0.21,0.79,0,0.31,0,0.33,0.55,0.06,0.3,4.71,0,1.493420521,3.3512,5,1,38,0.4999,0.7989,2,0.4387,0.19,1
36081048200,2017,1.0,1556,0.07,0.23,0.0,0.42,0.0,0.17,0.11,0.21,0.44,0.56,0.87,0.13,0.04,0.01,0.3,0.15,0.34,0.07,0.1,0.04,0.08,83333,0.15,0.14,0.86,0.05,0.17,0.06,0.62,0.31,0.04,0.18,3.67,0,1.714654065,-1.8981,2,1,32,0.3764,0.7104,0,0.0350,0.26,3
36081048300,2017,1.0,4212,0.39,0.01,0.011,0.4,0.004,0.16,0.03,0.47,0.35,0.65,0.65,0.35,0.04,0.05,0.29,0.11,0.26,0.07,0.17,0.43,0.2,43019,0.06,0.29,0.71,0.02,0.41,0.03,0.3,0.48,0.05,0.32,5.102,0,1.37464472,3.1289,5,2,57,0.4442,0.69,2,0.0296,0.19,1
36081048400,2017,1.0,4977,0.08,0.29,0.0,0.39,0.017,0.15,0.07,0.11,0.39,0.61,0.83,0.17,0.04,0.02,0.28,0.13,0.34,0.06,0.14,0.04,0.08,61184,0.13,0.14,0.87,0.02,0.19,0.01,0.62,0.3,0.03,0.14,3.081,0,1.7390354,-1.8051,2,1,81,0.408,0.5503,1,0.1211,0.26,3
36081048500,2017,1.0,4639,0.17,0.01,0.0,0.71,0.0,0.1,0.01,0.19,0.29,0.71,0.66,0.34,0.06,0.04,0.24,0.12,0.33,0.12,0.11,0.33,0.11,53194,0.08,0.18,0.82,0.03,0.25,0,0.55,0.38,0.08,0.18,5.48,0,1.672077669,3.6231,5,1,74,0.4314,0.4441,1,0.1426,0.19,1
36081048900,2017,1.0,1651,0.26,0.0,0.0,0.58,0.0,0.16,0.01,0.33,0.33,0.67,0.69,0.31,0.1,0.04,0.22,0.11,0.34,0.06,0.14,0.27,0.08,65625,0.04,0.21,0.79,0.01,0.29,0,0.46,0.36,0.06,0.24,3.976,1,1.153901911,1.5971,4,1,30,0.4876,0.4004,2,0.0000,0.19,1
36081049200,2017,1.0,4387,0.11,0.58,0.0,0.21,0.0,0.04,0.06,0.12,0.53,0.47,0.84,0.16,0.03,0.04,0.34,0.2,0.23,0.09,0.07,0.08,0.07,54432,0.08,0.18,0.83,0.14,0.21,0.08,0.59,0.31,0.06,0.14,3.692,1,1.41597229,-3.3438,1,1,67,0.3856,0.6333,0,0.1292,0.25,3
